path,status,source,destination,bucket,consumed_contract_row,security_review_status,test_evidence,reconciliation_decision,reviewer,adr_reference
.claude/skills/slack-agent-flow/scripts/slack-agent-flow-finish.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/env-file.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/env-file.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/guard.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/index.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/orchestrate.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/orchestrate.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/provision.congruence.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/provision.prefetch.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/provision.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/room-actions.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/room-actions.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/room-canvas.test.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/room-canvas.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/slack-deps.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/slack-agent-flow/src/modules/slack-agent-flow/types.ts,added,,,C,,,"Companion skills to /add-slack (SLACK_AGENTS_COMPANION_SKILLS in setup/channels/slack-auto-register.ts), living on the same `channels` sibling branch as every other channel skill. Verified directly (.github/workflows/ci.yml's sync-sibling-branches-{check,push} job comment): that job mirrors the whole channels/providers branches generically -- 'these two branches carry no Isthmus-specific commits... a pure mirror' -- not a per-skill allowlist, so this is the same already-tracked mechanism as add-codex/add-mattermost/add-opencode, extended here by verified fact rather than by naming-pattern inference (the earlier D1 pass deliberately declined to infer this without checking).",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/update-nanoclaw/SKILL.md,modified,,,C,,,"Isthmus-maintained skill file (not on the sync-sibling-branches mirror) with its own diff from upstream's v2.4.0 -- needs line-by-line reconciliation against Isthmus's current version, not a blind overwrite (D3).",needs-manual-reconciliation,,
container/agent-runner/src/compact-instructions.test.ts,modified,,,C,,,"Tests the new buildDeliverySentences/buildPostCompactionReminder split (compaction-reminder prompt text refactor); pure prompt-engineering, no privileged surface.",port-with-modification,,
container/agent-runner/src/compact-instructions.ts,modified,,,C,,,"Refactors compaction instructions into shared buildDeliverySentences() plus a new buildPostCompactionReminder() for providers with no pre-compaction hook; pure prompt text, no kernel/docker/credential relevance.",port-with-modification,,
container/agent-runner/src/config.test.ts,added,,,C,,,"Tests the new `speed` (ProviderSpeed) field and its fastMode-flag backward-compat fallback in RunnerConfig; ordinary config parsing, self-contained (imports only providers/types.js, not the deferred provider-contracts registry).",port-with-modification,,
container/agent-runner/src/config.ts,modified,,,C,,,"Adds `speed: ProviderSpeed` to RunnerConfig with a readSpeed() fallback from legacy fastMode boolean; self-contained model/speed-tier feature, does not touch provider-contracts or any privileged surface.",port-with-modification,,
container/agent-runner/src/cross-session-echo.test.ts,modified,,,C,,,"4-line diff, trivial adjustment tracking the cross-session-context hot-set rename; ordinary feature test.",port-verbatim,,
container/agent-runner/src/db/session-routing.ts,modified,,,C,,,"Adds resolveDestinationThread() to compute correct thread routing for sends (send_message/send_file/cards) instead of only preserving the session's bound thread; internal chat-routing correctness fix, no privileged surface.",port-with-modification,,
container/agent-runner/src/db/session-state.ts,modified,,,C,,,"Replaces the single current_in_reply_to stamp with a full ReplyRoute (channel/platform/thread) so MCP-tool sends thread correctly; internal session-state bookkeeping inside the container's own mailbox, no kernel/docker relevance.",port-with-modification,,
container/agent-runner/src/destinations.test.ts,modified,,,C,,,Tests the new task-mode destination guidance (defaulting escalation output to the agent's own channel destination). Ordinary prompt/feature text.,port-with-modification,,
container/agent-runner/src/destinations.ts,modified,,,C,,,Adds guidance text steering task-run agents to prefer their own channel destination for user-visible escalation over an agent-type destination; prompt content only.,port-with-modification,,
container/agent-runner/src/formatter.ts,modified,,,A,,,"categorizeMessage/isRunnerCommand now resolve admin/filtered command lists via getProviderRuntimeContract() from providers/provider-registry.js — the same v2.4.0 'provider runtime contract' abstraction the promotion plan has already deferred pending an ADR (precedent 3). Isthmus's current provider-registry.ts is the older, simpler factory-only registry with no getProviderRuntimeContract; adopting this file would require pulling in the undecided contract architecture.",declined:pending-architecture-decision,,
container/agent-runner/src/heartbeat.test.ts,added,,,C,,,Tests the new NANOCLAW_HEARTBEAT_PATH env override for touchHeartbeat(); straightforward config test.,port-with-modification,,
container/agent-runner/src/heartbeat.ts,modified,,,C,,,"Makes the heartbeat file path configurable via NANOCLAW_HEARTBEAT_PATH (default unchanged, byte-identical when unset). Read entirely inside the container about its own workspace-relative file; not a new host-side privileged operation, but flagging for reviewer attention since the fixed /workspace/.heartbeat path is documented (CLAUDE.md) as load-bearing liveness infra the host relies on — worth a quick sanity check that nothing on the kernel/host side assumes the path is fixed.",port-with-modification,,
container/agent-runner/src/index.ts,modified,,,A,,,"Container entrypoint now imports './provider-contracts/index.js', calls getProviderRuntimeContract()/requireProviderName()/registerProviderMemorySessionHook() from providers/provider-registry.js and provider-contracts/realize.js — directly wires in the same deferred provider-contracts architecture as precedent 3, even though this file isn't itself under provider-contracts/ or providers/. Isthmus's provider-registry.ts has none of these exports today.",declined:pending-architecture-decision,,
container/agent-runner/src/integration.test.ts,modified,,,C,,,"113-line diff mostly exercising ordinary poll-loop turn/routing behavior; only one line (`providerContract: MOCK_PROVIDER_CONTRACT`) touches the deferred provider-contracts shape, and that field is optional on PollLoopConfig, so this can be ported by stubbing/dropping that one field pending the ADR.",port-with-modification,,
container/agent-runner/src/mcp-tools/core.test.ts,modified,,,C,,,"Tests resolveDestinationThread-based routing for send_message/send_file destination resolution; mirrors core.ts, ordinary chat-routing correctness, not privileged.",port-with-modification,,
container/agent-runner/src/mcp-tools/core.ts,modified,,,C,,,"resolveRouting() now threads sends via the new resolveDestinationThread()/getCurrentReplyRoute() instead of comparing to the session's static thread_id; internal MCP-tool routing fix, no new privileged surface.",port-with-modification,,
container/agent-runner/src/mcp-tools/interactive.instructions.md,modified,,,C,,,"Docs-only update describing send_card's new link-button-only action schema (children as text, actions require label+http(s) url). No code, no privilege change.",port-verbatim,,
container/agent-runner/src/mcp-tools/interactive.test.ts,added,,,C,,,"New 320-line test file for ask_user_question cancellation (AbortSignal) and send_card link-action validation/partitioning; exercises in-container MCP tool behavior only, no docker/exec/credential surface.",port-with-modification,,
container/agent-runner/src/mcp-tools/interactive.ts,modified,,,C,,,"Adds AJV-validated LINK_ACTION_SCHEMA restricting send_card actions to well-formed http(s) link buttons (rejects '#', javascript:, mailto:, whitespace-breaking urls), plus AbortSignal-based cancellation for ask_user_question. This is input-validation hardening of a chat-card renderer, not a new privileged host operation — the tool already only writes messages_out rows inside the existing sandboxed MCP server.",port-with-modification,,
container/agent-runner/src/mcp-tools/self-mod.instructions.md,modified,,,A,,,"Instructions doc for install_packages/add_mcp_server genericizes 'OneCLI' to 'the configured credential gateway' (matches the gateway-provider-seam terminology migration). Unlike the host-side src/modules/approvals/* files, Isthmus's current container/agent-runner/src/mcp-tools/self-mod.instructions.md still says 'OneCLI' verbatim — the C7 gateway-seam rollout has not yet reached the container/agent-runner side, so this is live pending work, not already reconciled. Part of the self-mod credential-leak-prevention flow already tracked as seam-adjacent.",,,
container/agent-runner/src/mcp-tools/self-mod.ts,modified,,,A,,,"parseMcpServerInput()'s credential-leak error messages (URL must not contain credentials, query param looks like a credential) swap 'OneCLI' for 'the configured gateway' — same terminology migration as the instructions doc. Isthmus's self-mod.ts still says OneCLI today (container side of C7 not yet done). This validation is the guardrail preventing an agent from smuggling secrets into an MCP server config that later shows an approval card — core self-mod/credential seam territory.",,,
container/agent-runner/src/mcp-tools/server.extend.test.ts,modified,,,C,,,"Tests extendTool() now threading the AbortSignal context through to the base handler; mirrors server.ts's cancellation-support refactor, no privileged surface.",port-with-modification,,
container/agent-runner/src/mcp-tools/server.ts,modified,,,C,,,"Splits startMcpServer into createMcpServer() + startMcpServer(), and threads request.context.signal into each tool handler call for cancellation support. Internal MCP server plumbing inside the container, not privileged.",port-with-modification,,
container/agent-runner/src/mcp-tools/types.ts,modified,,,C,,,"Adds an optional `context: {signal: AbortSignal}` second parameter to McpToolDefinition.handler for cancellation support; a pure type-signature widening, no behavior change to existing tools that ignore it.",port-verbatim,,
container/agent-runner/src/memory/session-hook.wiring.test.ts,modified,,,A,,,"Asserts the runner calls registerProviderMemorySessionHook(providerName, provider, MEMORY_SESSION_HOOK) — the new provider-contracts wrapper introduced alongside getProviderRuntimeContract in index.ts. Entangled with the same deferred architecture as index.ts/formatter.ts/poll-loop.ts.",declined:pending-architecture-decision,,
container/agent-runner/src/poll-loop.harness-tag-strip.test.ts,modified,,,C,,,"Tests harness-tag stripping behavior in poll-loop output; no reference to provider-contracts/ProviderRuntimeContract in the v2.4.0 file, so it exercises only the legacy-flag-compatible routing/behavior fixes.",port-with-modification,,
container/agent-runner/src/poll-loop.legacy-flags.test.ts,added,,,C,,,New test file (91 lines) explicitly covering the backward-compatible `legacy` instance-flag path (supportsNativeSlashCommands/emitsMidTurnText) poll-loop.ts falls back to when no providerContract is supplied — confirms the routing/behavior fixes are usable independent of the deferred provider-contracts architecture.,port-with-modification,,
container/agent-runner/src/poll-loop.midturn-recovery.test.ts,modified,,,C,,,"2-line diff, no provider-contracts reference; ordinary mid-turn recovery behavior test.",port-with-modification,,
container/agent-runner/src/poll-loop.midturn-resultdoor.test.ts,modified,,,C,,,"No provider-contracts reference; tests the mid-turn 'result door' delivery logic, ordinary behavior fix coverage.",port-with-modification,,
container/agent-runner/src/poll-loop.midturn.test.ts,modified,,,C,,,No provider-contracts reference; ordinary mid-turn text delivery test.,port-with-modification,,
container/agent-runner/src/poll-loop.test.ts,modified,,,C,,,"No provider-contracts reference; general poll-loop behavior tests, exercises the legacy-flag path.",port-with-modification,,
container/agent-runner/src/poll-loop.thrown-followup.test.ts,added,,,A,,,"New 228-line test file that references provider-contracts/ProviderRuntimeContract directly (2 hits) to exercise the contract-aware code path in poll-loop.ts, not just the legacy fallback — entangled with the deferred architecture question.",declined:pending-architecture-decision,,
container/agent-runner/src/poll-loop.ts,modified,,,A,,,"327-line rewrite: adds an optional `providerContract: Pick<ProviderRuntimeContract,'textDelivery'|'commands'>` config field consumed via provider-contracts/registry.js, plus a substantial and valuable multi-turn/follow-up/retry routing correctness overhaul (queued-turn route adoption, per-turn reply-route publishing, retry route preservation). The contract-typed part is entangled with the same deferred 'provider host contract' architecture as precedent 3 (Isthmus has no provider-contracts/ directory at all yet); the routing/behavior fixes are backward-compatible via the legacy instance-flag path and are separable/portable once the contract question resolves — flagging for a human to consider porting the behavior fixes independently rather than declining the whole file outright.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/active-provider.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/claude.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/index.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/mock.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/names.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/realize.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/registry.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/registry.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/testing/conformance.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/provider-contracts/verifier.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude-config.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude-config.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude-history.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude-history.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude.allowed-tools.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude.compact-boundary.test.ts,modified,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude.conformance.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude.errors.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
container/agent-runner/src/providers/claude.fast-mode.test.ts,added,,,A,,,"Workstream B's original finding (container-runner.ts's buildMounts): the provider-host-contract mount-composition rewrite (getProviderHostContract/realizeProviderSpawnSurfaces, contract.stateVolumes/.skillViews/.skillBackings) is orthogonal to gateway-trust and changes how every provider's mounts get composed -- flagged to the user rather than ported unreviewed; needs its own ADR before adoption. This is that same deferred decision, not a new finding.",declined:pending-architecture-decision,,
